,a_img,a_embedding,b_img,b_embedding,genuine,a_img_reconstructed,a_embedding_reconstructed,b_img_reconstructed,b_embedding_reconstructed,a_img_pemiu,a_embedding_pemiu,b_img_pemiu,b_embedding_pemiu,a_embedding_pemiu_reconstructed,cos_sim_a_b,cos_sim_a_a_pemiu,cos_sim_a_b_pemiu,cos_sim_a_pemiu_b_pemiu,cos_sim_a_pemiu_a_pemiu_reconstructed,cos_sim_a_a_pemiu_reconstructed,cos_sim_a_a_reconstructed,cos_sim_a_b_reconstructed,cos_sim_scipy_a_b,cos_sim_scipy_a_a_pemiu,cos_sim_a_b_normalized,cos_sim_a_a_pemiu_normalized,cos_sim_a_b_pemiu_normalized,cos_sim_a_pemiu_b_pemiu_normalized,cos_sim_a_pemiu_a_pemiu_reconstructed_normalized,cos_sim_a_a_pemiu_reconstructed_normalized,cos_sim_a_a_reconstructed_normalized,cos_sim_a_b_reconstructed_normalized,cos_sim_scipy_a_b_normalized,cos_sim_scipy_a_a_pemiu_normalized
0,../data/lfw_align/Abel_Pacheco/Abel_Pacheco_0001.png,../data/features_cleaner/Abel_Pacheco_0001.npy,../data/lfw_align/Abel_Pacheco/Abel_Pacheco_0004.png,../data/features_cleaner/Abel_Pacheco_0004.npy,True,sample_images/Abel_Pacheco_0001_reconstructed.png,sample_images_embeddings/Abel_Pacheco_0001_reconstructed.npy,sample_images/Abel_Pacheco_0004_reconstructed.png,sample_images_embeddings/Abel_Pacheco_0004_reconstructed.npy,sample_images_lfw_pemiu/Abel_Pacheco_0001_pemiu.png,../data/lfw_embeddings_pemiu/Abel_Pacheco_0001.npy,sample_images_lfw_pemiu/Abel_Pacheco_0004_pemiu.png,../data/lfw_embeddings_pemiu/Abel_Pacheco_0004.npy,../data/lfw_embeddings_pemiu_genuine_reconstructed/0000/Abel_Pacheco_0001.npy,0.7355832215706803,0.11961477443582007,0.07111624749652438,0.11020730345409738,0.06740772562342189,0.08099594709969962,0.707279962082955,0.4356277262751549,0.736,0.12,0.8033213757316104,0.2930464592884708,0.25286975560068237,0.28525320869021603,0.24979757601465458,0.26105420549084013,0.7798746497875371,0.5548350027517395,0.8036666394852745,0.29336558430776033
1,../data/lfw_align/Akhmed_Zakayev/Akhmed_Zakayev_0001.png,../data/features_cleaner/Akhmed_Zakayev_0001.npy,../data/lfw_align/Akhmed_Zakayev/Akhmed_Zakayev_0003.png,../data/features_cleaner/Akhmed_Zakayev_0003.npy,True,sample_images/Akhmed_Zakayev_0001_reconstructed.png,sample_images_embeddings/Akhmed_Zakayev_0001_reconstructed.npy,sample_images/Akhmed_Zakayev_0003_reconstructed.png,sample_images_embeddings/Akhmed_Zakayev_0003_reconstructed.npy,sample_images_lfw_pemiu/Akhmed_Zakayev_0001_pemiu.png,../data/lfw_embeddings_pemiu/Akhmed_Zakayev_0001.npy,sample_images_lfw_pemiu/Akhmed_Zakayev_0003_pemiu.png,../data/lfw_embeddings_pemiu/Akhmed_Zakayev_0003.npy,../data/lfw_embeddings_pemiu_genuine_reconstructed/0001/Akhmed_Zakayev_0001.npy,0.868533379102912,0.12136087156381241,0.12592856937049007,0.136162058526463,0.868533379102912,0.11762626489676706,0.5076937146452833,0.41526139099692727,0.869,0.121,0.913458722606147,0.2944929450138879,0.29827687522570545,0.3067544082036935,0.913458722606147,0.2913991565027414,0.6145352461083743,0.5379633105722288,0.9138452763986015,0.2941939951116199
2,../data/lfw_align/Akhmed_Zakayev/Akhmed_Zakayev_0002.png,../data/features_cleaner/Akhmed_Zakayev_0002.npy,../data/lfw_align/Akhmed_Zakayev/Akhmed_Zakayev_0003.png,../data/features_cleaner/Akhmed_Zakayev_0003.npy,True,sample_images/Akhmed_Zakayev_0002_reconstructed.png,sample_images_embeddings/Akhmed_Zakayev_0002_reconstructed.npy,sample_images/Akhmed_Zakayev_0003_reconstructed.png,sample_images_embeddings/Akhmed_Zakayev_0003_reconstructed.npy,sample_images_lfw_pemiu/Akhmed_Zakayev_0002_pemiu.png,../data/lfw_embeddings_pemiu/Akhmed_Zakayev_0002.npy,sample_images_lfw_pemiu/Akhmed_Zakayev_0003_pemiu.png,../data/lfw_embeddings_pemiu/Akhmed_Zakayev_0003.npy,../data/lfw_embeddings_pemiu_genuine_reconstructed/0002/Akhmed_Zakayev_0002.npy,0.8059635998252422,-0.04988783406661719,0.07893364503907996,-0.024287896833494523,0.08869932212050569,-0.01587714205762968,0.534566208800476,0.36197801057050083,0.806,-0.05,0.8616252414574148,0.15262866712266754,0.25934577218300087,0.173835931704714,0.26743576458425805,0.18080349182965416,0.6367967105931899,0.4938227825608159,0.8616553957554466,0.1525357476516282
3,../data/lfw_align/Amber_Tamblyn/Amber_Tamblyn_0001.png,../data/features_cleaner/Amber_Tamblyn_0001.npy,../data/lfw_align/Amber_Tamblyn/Amber_Tamblyn_0002.png,../data/features_cleaner/Amber_Tamblyn_0002.npy,True,sample_images/Amber_Tamblyn_0001_reconstructed.png,sample_images_embeddings/Amber_Tamblyn_0001_reconstructed.npy,sample_images/Amber_Tamblyn_0002_reconstructed.png,sample_images_embeddings/Amber_Tamblyn_0002_reconstructed.npy,sample_images_lfw_pemiu/Amber_Tamblyn_0001_pemiu.png,../data/lfw_embeddings_pemiu/Amber_Tamblyn_0001.npy,sample_images_lfw_pemiu/Amber_Tamblyn_0002_pemiu.png,../data/lfw_embeddings_pemiu/Amber_Tamblyn_0002.npy,../data/lfw_embeddings_pemiu_genuine_reconstructed/0003/Amber_Tamblyn_0001.npy,0.7337846149393866,0.020704193606630825,0.006335638740278014,0.14606829476357008,0.7337846149393866,0.04020812294078573,0.7881236155440724,0.5728660418704518,0.734,0.021,0.8018313905663532,0.2111078655135421,0.19920479942640598,0.3149608413280985,0.8018313905663532,0.22726513129167022,0.8468464057382084,0.668524706094377,0.8020098178775553,0.21135291472565987
4,../data/lfw_align/Anders_Fogh_Rasmussen/Anders_Fogh_Rasmussen_0001.png,../data/features_cleaner/Anders_Fogh_Rasmussen_0001.npy,../data/lfw_align/Anders_Fogh_Rasmussen/Anders_Fogh_Rasmussen_0003.png,../data/features_cleaner/Anders_Fogh_Rasmussen_0003.npy,True,sample_images/Anders_Fogh_Rasmussen_0001_reconstructed.png,sample_images_embeddings/Anders_Fogh_Rasmussen_0001_reconstructed.npy,sample_images/Anders_Fogh_Rasmussen_0003_reconstructed.png,sample_images_embeddings/Anders_Fogh_Rasmussen_0003_reconstructed.npy,sample_images_lfw_pemiu/Anders_Fogh_Rasmussen_0001_pemiu.png,../data/lfw_embeddings_pemiu/Anders_Fogh_Rasmussen_0001.npy,sample_images_lfw_pemiu/Anders_Fogh_Rasmussen_0003_pemiu.png,../data/lfw_embeddings_pemiu/Anders_Fogh_Rasmussen_0003.npy,../data/lfw_embeddings_pemiu_genuine_reconstructed/0004/Anders_Fogh_Rasmussen_0001.npy,0.7633253884363234,0.02950311731382049,0.0638846121182542,0.018191341325470033,-0.04601734766670445,0.12745950421604094,0.4847095065738078,0.3952893197878592,0.763,0.03,0.826303286485585,0.21839698897491439,0.24687899072375002,0.20902619153532526,0.1558350198725469,0.2995451181917649,0.5954948798238069,0.5214182310071835,0.8260337311894838,0.21880861196039628
5,../data/lfw_align/Anders_Fogh_Rasmussen/Anders_Fogh_Rasmussen_0001.png,../data/features_cleaner/Anders_Fogh_Rasmussen_0001.npy,../data/lfw_align/Anders_Fogh_Rasmussen/Anders_Fogh_Rasmussen_0004.png,../data/features_cleaner/Anders_Fogh_Rasmussen_0004.npy,True,sample_images/Anders_Fogh_Rasmussen_0001_reconstructed.png,sample_images_embeddings/Anders_Fogh_Rasmussen_0001_reconstructed.npy,sample_images/Anders_Fogh_Rasmussen_0004_reconstructed.png,sample_images_embeddings/Anders_Fogh_Rasmussen_0004_reconstructed.npy,sample_images_lfw_pemiu/Anders_Fogh_Rasmussen_0001_pemiu.png,../data/lfw_embeddings_pemiu/Anders_Fogh_Rasmussen_0001.npy,sample_images_lfw_pemiu/Anders_Fogh_Rasmussen_0004_pemiu.png,../data/lfw_embeddings_pemiu/Anders_Fogh_Rasmussen_0004.npy,../data/lfw_embeddings_pemiu_genuine_reconstructed/0005/Anders_Fogh_Rasmussen_0001.npy,0.6826934213315718,0.02950311731382049,-0.0026869697463774264,-0.07056453164723481,0.6826934213315716,0.02176219345087719,0.4847095065738078,0.4199802749311821,0.683,0.03,0.7595068937995569,0.21839698897491439,0.1917303730770653,0.1354998674587462,0.7595068937995567,0.21198432401499756,0.5954948798238069,0.541872485005525,0.7597608668807158,0.21880861196039628
6,../data/lfw_align/Angela_Bassett/Angela_Bassett_0001.png,../data/features_cleaner/Angela_Bassett_0001.npy,../data/lfw_align/Angela_Bassett/Angela_Bassett_0005.png,../data/features_cleaner/Angela_Bassett_0005.npy,True,sample_images/Angela_Bassett_0001_reconstructed.png,sample_images_embeddings/Angela_Bassett_0001_reconstructed.npy,sample_images/Angela_Bassett_0005_reconstructed.png,sample_images_embeddings/Angela_Bassett_0005_reconstructed.npy,sample_images_lfw_pemiu/Angela_Bassett_0001_pemiu.png,../data/lfw_embeddings_pemiu/Angela_Bassett_0001.npy,sample_images_lfw_pemiu/Angela_Bassett_0005_pemiu.png,../data/lfw_embeddings_pemiu/Angela_Bassett_0005.npy,../data/lfw_embeddings_pemiu_genuine_reconstructed/0006/Angela_Bassett_0001.npy,0.7671422791408463,0.06639847922442926,-0.01374086679128502,0.07130583263731555,0.7671422791408463,0.07646892863419642,0.41543783315077143,0.2543646554874382,0.767,0.066,0.8294652399823631,0.24896150539397272,0.18257320534031213,0.253026809979565,0.8294652399823631,0.25730397448474535,0.5381094771587296,0.40467471657042736,0.8293473744049221,0.2486314008993419
7,../data/lfw_align/Angela_Bassett/Angela_Bassett_0002.png,../data/features_cleaner/Angela_Bassett_0002.npy,../data/lfw_align/Angela_Bassett/Angela_Bassett_0005.png,../data/features_cleaner/Angela_Bassett_0005.npy,True,sample_images/Angela_Bassett_0002_reconstructed.png,sample_images_embeddings/Angela_Bassett_0002_reconstructed.npy,sample_images/Angela_Bassett_0005_reconstructed.png,sample_images_embeddings/Angela_Bassett_0005_reconstructed.npy,sample_images_lfw_pemiu/Angela_Bassett_0002_pemiu.png,../data/lfw_embeddings_pemiu/Angela_Bassett_0002.npy,sample_images_lfw_pemiu/Angela_Bassett_0005_pemiu.png,../data/lfw_embeddings_pemiu/Angela_Bassett_0005.npy,../data/lfw_embeddings_pemiu_genuine_reconstructed/0007/Angela_Bassett_0002.npy,0.6562502757262383,-0.056119323249138986,0.0003359791008934249,-0.003575237666911216,0.6562502757262383,-0.03457883048890178,0.6113554695710482,0.358462949540295,0.656,-0.056,0.7376011062920661,0.14746643415973223,0.19423461656165938,0.19099452233497322,0.7376011062920661,0.16531081108277226,0.7004097638359241,0.49091086802716755,0.7373937751765065,0.1475652828284706
8,../data/lfw_align/Angela_Bassett/Angela_Bassett_0003.png,../data/features_cleaner/Angela_Bassett_0003.npy,../data/lfw_align/Angela_Bassett/Angela_Bassett_0004.png,../data/features_cleaner/Angela_Bassett_0004.npy,True,sample_images/Angela_Bassett_0003_reconstructed.png,sample_images_embeddings/Angela_Bassett_0003_reconstructed.npy,sample_images/Angela_Bassett_0004_reconstructed.png,sample_images_embeddings/Angela_Bassett_0004_reconstructed.npy,sample_images_lfw_pemiu/Angela_Bassett_0003_pemiu.png,../data/lfw_embeddings_pemiu/Angela_Bassett_0003.npy,sample_images_lfw_pemiu/Angela_Bassett_0004_pemiu.png,../data/lfw_embeddings_pemiu/Angela_Bassett_0004.npy,../data/lfw_embeddings_pemiu_genuine_reconstructed/0008/Angela_Bassett_0003.npy,0.6669794458155369,-0.01156538678851205,0.10250457282161402,-0.03917348870465964,0.6669794458155369,-0.01506380245829467,0.4146407496469239,0.31047376987526476,0.667,-0.012,0.7464892667104883,0.18437539647818976,0.2788721834150465,0.16150454657679617,0.7464892667104883,0.18147727114095014,0.537449164572564,0.45115611312429704,0.7465062940189621,0.18401535819829304
9,../data/lfw_align/Ann_Veneman/Ann_Veneman_0003.png,../data/features_cleaner/Ann_Veneman_0003.npy,../data/lfw_align/Ann_Veneman/Ann_Veneman_0005.png,../data/features_cleaner/Ann_Veneman_0005.npy,True,sample_images/Ann_Veneman_0003_reconstructed.png,sample_images_embeddings/Ann_Veneman_0003_reconstructed.npy,sample_images/Ann_Veneman_0005_reconstructed.png,sample_images_embeddings/Ann_Veneman_0005_reconstructed.npy,sample_images_lfw_pemiu/Ann_Veneman_0003_pemiu.png,../data/lfw_embeddings_pemiu/Ann_Veneman_0003.npy,sample_images_lfw_pemiu/Ann_Veneman_0005_pemiu.png,../data/lfw_embeddings_pemiu/Ann_Veneman_0005.npy,../data/lfw_embeddings_pemiu_genuine_reconstructed/0009/Ann_Veneman_0003.npy,0.8591905655644032,0.020241248535984305,0.07856134107383357,0.017113044163745674,0.8591905655644033,0.06579153174596289,0.6539148567043661,0.6304665873918924,0.859,0.02,0.9057190349324007,0.21072435681542498,0.259037351555871,0.20813291851678165,0.9057190349324007,0.2484587035454358,0.7356664199428079,0.7162416203125452,0.9055611683600054,0.21052450392180028
